image_path	question	answer	gt
V: ['/content/data/coco/val2014/COCO_val2014_000000149592.jpg']	Is there a car in the image?	No, there is no car in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000149592.jpg']	Is there a bench in the image?	Yes, there is a bench in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000149592.jpg']	Is there a toilet in the image?	No, there is no toilet	No
V: ['/content/data/coco/val2014/COCO_val2014_000000149592.jpg']	Is there a boat in the image?	Yes, there is a boat visible in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000149592.jpg']	Is there a bed in the image?	No, there is no bed in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000447787.jpg']	Is there a person in the image?	Yes, there is a woman in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000447787.jpg']	Is there a scissors in the image?	Yes, there is a pair of sc	No
V: ['/content/data/coco/val2014/COCO_val2014_000000447787.jpg']	Is there a bowl in the image?	Yes, there is a bowl in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000447787.jpg']	Is there a banana in the image?	No, there is no banana in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000447787.jpg']	Is there a bottle in the image?	Yes, there is a bottle in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000447787.jpg']	Is there a bicycle in the image?	No, there is no bicycle	No
V: ['/content/data/coco/val2014/COCO_val2014_000000458325.jpg']	Is there a car in the image?	Yes, there is a car in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000458325.jpg']	Is there a chair in the image?	Yes, there is a chair in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000458325.jpg']	Is there a traffic light in the image?	Yes, there is a traffic light in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000458325.jpg']	Is there a surfboard in the image?	No, there is no surfboard	No
V: ['/content/data/coco/val2014/COCO_val2014_000000458325.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000458325.jpg']	Is there a fork in the image?	No, there is no fork in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000388237.jpg']	Is there a chair in the image?	Yes, there is a chair in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000388237.jpg']	Is there a fork in the image?	No, there is no fork in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000388237.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000388237.jpg']	Is there a skis in the image?	No, there are no skis in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000388237.jpg']	Is there a skateboard in the image?	Yes, there is a skateboard	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000388237.jpg']	Is there an apple in the image?	No, there is no apple in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000038645.jpg']	Is there a chair in the image?	Yes, there is a chair in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000038645.jpg']	Is there a fork in the image?	No, there is no fork in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000038645.jpg']	Is there a cup in the image?	No, there is no cup in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000038645.jpg']	Is there a skis in the image?	No, there are no skis in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000038645.jpg']	Is there a potted plant in the image?	Yes, there is a potted plant	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000038645.jpg']	Is there a cow in the image?	No, there is no cow in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000071738.jpg']	Is there a chair in the image?	Yes, there is a chair in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000071738.jpg']	Is there a fire hydrant in the image?	No, there is no fire hydrant	No
V: ['/content/data/coco/val2014/COCO_val2014_000000071738.jpg']	Is there a person in the image?	Yes, there is a man in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000071738.jpg']	Is there a fork in the image?	No, there is no fork in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000071738.jpg']	Is there a motorcycle in the image?	No, there is no motorcycle in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000071738.jpg']	Is there a handbag in the image?	Yes, there is a handbag in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000170077.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000170077.jpg']	Is there a tennis racket in the image?	No, there is no tennis racket	No
V: ['/content/data/coco/val2014/COCO_val2014_000000170077.jpg']	Is there a wine glass in the image?	Yes, there is a wine glass in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000170077.jpg']	Is there a train in the image?	No, there is no train in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000170077.jpg']	Is there a handbag in the image?	Yes, there is a handbag in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000170077.jpg']	Is there a banana in the image?	No, there is no banana in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000378751.jpg']	Is there a tv in the image?	Yes, there is a TV in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000378751.jpg']	Is there a hot dog in the image?	No, there is no hot dog in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000378751.jpg']	Is there a couch in the image?	Yes, there is a couch in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000378751.jpg']	Is there a sheep in the image?	No, there is no sheep in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000378751.jpg']	Is there a remote in the image?	Yes, there is a remote in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000378751.jpg']	Is there a wine glass in the image?	No, there is no wine glass in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000073182.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000073182.jpg']	Is there a dog in the image?	No, there is no dog in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000073182.jpg']	Is there a handbag in the image?	Yes, there is a handbag in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000073182.jpg']	Is there a stop sign in the image?	Yes, there is a stop sign in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000073182.jpg']	Is there a bicycle in the image?	No, there is no bicycle	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000073182.jpg']	Is there a spoon in the image?	No, there is no spoon in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000246928.jpg']	Is there a chair in the image?	Yes, there is a chair in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000246928.jpg']	Is there a couch in the image?	No, there is no couch in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000246928.jpg']	Is there a car in the image?	No, there is no car in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000246928.jpg']	Is there a bus in the image?	Yes, there is a bus in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000246928.jpg']	Is there a bed in the image?	Yes, there is a bed in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000246928.jpg']	Is there an apple in the image?	No, there is no apple in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000528136.jpg']	Is there a truck in the image?	Yes, there is a truck in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000528136.jpg']	Is there a banana in the image?	No, there is no banana in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000528136.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000528136.jpg']	Is there a refrigerator in the image?	No, there is no refriger	No
V: ['/content/data/coco/val2014/COCO_val2014_000000528136.jpg']	Is there a car in the image?	Yes, there is a van or tr	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000528136.jpg']	Is there a scissors in the image?	No, there are no scissors	No
V: ['/content/data/coco/val2014/COCO_val2014_000000209290.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000209290.jpg']	Is there an orange in the image?	No, there is no orange in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000209290.jpg']	Is there a fork in the image?	Yes, there is a fork in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000209290.jpg']	Is there a vase in the image?	No, there is no vase in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000209290.jpg']	Is there a dining table in the image?	Yes, there is a dining table	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000209290.jpg']	Is there a toilet in the image?	No, there is no toilet	No
V: ['/content/data/coco/val2014/COCO_val2014_000000564511.jpg']	Is there a person in the image?	Yes, there is a man in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000564511.jpg']	Is there a knife in the image?	Yes, there is a knife in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000564511.jpg']	Is there a wine glass in the image?	Yes, there is a wine glass in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000564511.jpg']	Is there a dining table in the image?	Yes, there is a dining table	No
V: ['/content/data/coco/val2014/COCO_val2014_000000564511.jpg']	Is there a bottle in the image?	Yes, there is a bottle in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000564511.jpg']	Is there a stop sign in the image?	No, there is no stop sign in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000200739.jpg']	Is there a truck in the image?	Yes, there is a truck in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000200739.jpg']	Is there a refrigerator in the image?	Yes, there is a refriger	No
V: ['/content/data/coco/val2014/COCO_val2014_000000200739.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000200739.jpg']	Is there a dining table in the image?	No, there is no dining table	No
V: ['/content/data/coco/val2014/COCO_val2014_000000200739.jpg']	Is there a horse in the image?	Yes, there is a horse in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000200739.jpg']	Is there a tv in the image?	No, there is no TV in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000462805.jpg']	Is there a snowboard in the image?	Yes, there is a snowboard in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000462805.jpg']	Is there a baseball glove in the image?	No, there is no baseball glove	No
V: ['/content/data/coco/val2014/COCO_val2014_000000462805.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000462805.jpg']	Is there a bus in the image?	No, there is no bus in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000462805.jpg']	Is there a skis in the image?	Yes, there is a pair of sk	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000462805.jpg']	Is there a remote in the image?	Yes, there is a remote in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000163575.jpg']	Is there a dog in the image?	Yes, there is a dog in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000163575.jpg']	Is there a bench in the image?	No, there is no bench in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000163575.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000163575.jpg']	Is there a bird in the image?	No, there is no bird in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000163575.jpg']	Is there a bed in the image?	Yes, there is a bed in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000163575.jpg']	Is there a carrot in the image?	No, there is no carrot in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000059383.jpg']	Is there an oven in the image?	Yes, there is an oven in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000059383.jpg']	Is there a toaster in the image?	Yes, there is a toaster in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000059383.jpg']	Is there a bottle in the image?	Yes, there is a bottle on	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000059383.jpg']	Is there a vase in the image?	No, there is no vase in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000059383.jpg']	Is there a sink in the image?	Yes, there is a sink in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000059383.jpg']	Is there a traffic light in the image?	No, there is no traffic light in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000478736.jpg']	Is there a traffic light in the image?	Yes, there is a traffic light in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000478736.jpg']	Is there a clock in the image?	No, there is no clock in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000478736.jpg']	Is there a car in the image?	Yes, there is a car in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000478736.jpg']	Is there a frisbee in the image?	No, there is no frisbe	No
V: ['/content/data/coco/val2014/COCO_val2014_000000478736.jpg']	Is there a stop sign in the image?	Yes, there is a stop sign in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000478736.jpg']	Is there a parking meter in the image?	Yes, there is a parking meter	No
V: ['/content/data/coco/val2014/COCO_val2014_000000156282.jpg']	Is there a person in the image?	Yes, there is a person, a	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000156282.jpg']	Is there an oven in the image?	No, there is no oven in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000156282.jpg']	Is there a kite in the image?	Yes, there is a kite in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000156282.jpg']	Is there an apple in the image?	No, there is no apple in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000156282.jpg']	Is there an umbrella in the image?	No, there is no umbrella	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000156282.jpg']	Is there a tennis racket in the image?	No, there is no tennis racket	No
V: ['/content/data/coco/val2014/COCO_val2014_000000052689.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000052689.jpg']	Is there a knife in the image?	No, there is no knife in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000052689.jpg']	Is there a bench in the image?	No, there is no bench in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000052689.jpg']	Is there an umbrella in the image?	Yes, there is an umbrella	No
V: ['/content/data/coco/val2014/COCO_val2014_000000052689.jpg']	Is there a skis in the image?	Yes, there is a skier in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000052689.jpg']	Is there a laptop in the image?	No, there is no laptop in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000516601.jpg']	Is there a snowboard in the image?	Yes, there is a snowboard in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000516601.jpg']	Is there a vase in the image?	No, there is no vase in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000516601.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000516601.jpg']	Is there a tennis racket in the image?	No, there is no tennis racket	No
V: ['/content/data/coco/val2014/COCO_val2014_000000516601.jpg']	Is there a skis in the image?	Yes, there are skis in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000516601.jpg']	Is there a bottle in the image?	No, there is no bottle in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000562155.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000562155.jpg']	Is there a suitcase in the image?	No, there is no suitcase in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000562155.jpg']	Is there a car in the image?	Yes, there is a car in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000562155.jpg']	Is there a sports ball in the image?	No, there is no sports ball in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000562155.jpg']	Is there a tie in the image?	Yes, there is a tie in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000562155.jpg']	Is there a bed in the image?	No, there is no bed in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000142056.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000142056.jpg']	Is there a traffic light in the image?	No, there is no traffic light in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000142056.jpg']	Is there a sports ball in the image?	No, there is no sports ball in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000142056.jpg']	Is there an umbrella in the image?	No, there is no umbrella	No
V: ['/content/data/coco/val2014/COCO_val2014_000000142056.jpg']	Is there a tennis racket in the image?	Yes, there is a tennis racket	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000142056.jpg']	Is there a baseball bat in the image?	Yes, there is a baseball bat in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000299986.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000299986.jpg']	Is there a sandwich in the image?	No, there is no sandwich in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000299986.jpg']	Is there a bench in the image?	Yes, there is a bench in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000299986.jpg']	Is there a bowl in the image?	No, there is no bowl in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000299986.jpg']	Is there a cell phone in the image?	Yes, there is a cell phone in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000299986.jpg']	Is there a baseball bat in the image?	No, there is no baseball bat in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000521643.jpg']	Is there a vase in the image?	Yes, there is a vase in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000521643.jpg']	Is there a bed in the image?	No, there is no bed in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000521643.jpg']	Is there a bottle in the image?	Yes, there is a bottle in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000521643.jpg']	Is there a tie in the image?	No, there is no tie in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000521643.jpg']	Is there a dining table in the image?	Yes, there is a dining table	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000521643.jpg']	Is there a cat in the image?	No, there is no cat in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000574454.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000574454.jpg']	Is there a truck in the image?	No, there is no truck in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000574454.jpg']	Is there a surfboard in the image?	Yes, there is a surfboard	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000574454.jpg']	Is there a bed in the image?	No, there is no bed in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000574454.jpg']	Is there a kite in the image?	Yes, there is a kite in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000574454.jpg']	Is there a toaster in the image?	No, there is no toaster in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000415727.jpg']	Is there a backpack in the image?	Yes, there is a backpack in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000415727.jpg']	Is there a couch in the image?	No, there is no couch in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000415727.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000415727.jpg']	Is there a car in the image?	No, there is no car in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000415727.jpg']	Is there a bench in the image?	Yes, there is a bench in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000415727.jpg']	Is there a cup in the image?	No, there is no cup in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000222118.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000222118.jpg']	Is there a car in the image?	No, there is no car in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000222118.jpg']	Is there a suitcase in the image?	No, there is no suitcase in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000222118.jpg']	Is there a toaster in the image?	No, there is no toaster in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000222118.jpg']	Is there a handbag in the image?	Yes, there is a handbag in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000222118.jpg']	Is there a giraffe in the image?	No, there is no giraffe	No
V: ['/content/data/coco/val2014/COCO_val2014_000000514292.jpg']	Is there a book in the image?	No, there is no book in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000514292.jpg']	Is there a car in the image?	No, there is no car in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000514292.jpg']	Is there a teddy bear in the image?	Yes, there is a teddy bear	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000514292.jpg']	Is there a bus in the image?	No, there is no bus in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000514292.jpg']	Is there a bear in the image?	Yes, there is a teddy bear	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000514292.jpg']	Is there a truck in the image?	No, there is no truck in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000117527.jpg']	Is there a dining table in the image?	Yes, there is a dining table	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000117527.jpg']	Is there a dog in the image?	No, there is no dog in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000117527.jpg']	Is there a person in the image?	Yes, there is a group of people	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000117527.jpg']	Is there a banana in the image?	No, there is no banana in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000117527.jpg']	Is there a bowl in the image?	Yes, there is a bowl in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000117527.jpg']	Is there a bicycle in the image?	No, there is no bicycle	No
V: ['/content/data/coco/val2014/COCO_val2014_000000016451.jpg']	Is there a backpack in the image?	Yes, there is a backpack in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000016451.jpg']	Is there an oven in the image?	No, there is no oven in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000016451.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000016451.jpg']	Is there an apple in the image?	No, there is no apple in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000016451.jpg']	Is there a handbag in the image?	Yes, there is a handbag in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000016451.jpg']	Is there a cup in the image?	Yes, there is a cup in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000429706.jpg']	Is there a tv in the image?	Yes, there is a TV in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000429706.jpg']	Is there a bottle in the image?	No, there is no bottle in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000429706.jpg']	Is there a backpack in the image?	Yes, there is a backpack in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000429706.jpg']	Is there an elephant in the image?	No, there is no elephant	No
V: ['/content/data/coco/val2014/COCO_val2014_000000429706.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000429706.jpg']	Is there a chair in the image?	Yes, there is a chair in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000429580.jpg']	Is there a dog in the image?	Yes, there is a dog in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000429580.jpg']	Is there a refrigerator in the image?	No, there is no refriger	No
V: ['/content/data/coco/val2014/COCO_val2014_000000429580.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000429580.jpg']	Is there a parking meter in the image?	No, there is no parking meter	No
V: ['/content/data/coco/val2014/COCO_val2014_000000429580.jpg']	Is there a frisbee in the image?	Yes, there is a frisbe	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000429580.jpg']	Is there a baseball bat in the image?	No, there is no baseball bat in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000283168.jpg']	Is there a bowl in the image?	Yes, there is a bowl in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000283168.jpg']	Is there a truck in the image?	No, there is no truck in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000283168.jpg']	Is there a sandwich in the image?	Yes, there is a sandwich in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000283168.jpg']	Is there a microwave in the image?	No, there is no microwave	No
V: ['/content/data/coco/val2014/COCO_val2014_000000283168.jpg']	Is there a fork in the image?	Yes, there is a fork in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000283168.jpg']	Is there a traffic light in the image?	No, there is no traffic light in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000405205.jpg']	Is there a truck in the image?	Yes, there is a truck in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000405205.jpg']	Is there a motorcycle in the image?	No, there is no motorcycle in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000405205.jpg']	Is there a person in the image?	No, there is no person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000405205.jpg']	Is there a keyboard in the image?	No, there is no keyboard in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000405205.jpg']	Is there a bus in the image?	Yes, there is a bus in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000405205.jpg']	Is there an airplane in the image?	No, there is no airplane in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000123570.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000123570.jpg']	Is there a zebra in the image?	No, there is no zebra	No
V: ['/content/data/coco/val2014/COCO_val2014_000000123570.jpg']	Is there a car in the image?	No, there is no car in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000123570.jpg']	Is there a book in the image?	Yes, there is a book in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000123570.jpg']	Is there an umbrella in the image?	Yes, there is an umbrella	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000123570.jpg']	Is there a carrot in the image?	Yes, there is a carrot in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000365317.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000365317.jpg']	Is there a laptop in the image?	No, there is no laptop in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000365317.jpg']	Is there a sports ball in the image?	No, there is no sports ball in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000365317.jpg']	Is there a traffic light in the image?	No, there is no traffic light in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000365317.jpg']	Is there a tennis racket in the image?	Yes, there is a tennis racket	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000365317.jpg']	Is there a bear in the image?	No, there is no bear in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000224155.jpg']	Is there a person in the image?	Yes, there is a man in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000224155.jpg']	Is there a traffic light in the image?	No, there is no traffic light in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000224155.jpg']	Is there a toilet in the image?	Yes, there is a toilet	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000224155.jpg']	Is there a broccoli in the image?	No, there is no broccoli	No
V: ['/content/data/coco/val2014/COCO_val2014_000000224155.jpg']	Is there a cell phone in the image?	Yes, there is a cell phone in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000224155.jpg']	Is there a sports ball in the image?	No, there is no sports ball in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000191964.jpg']	Is there a keyboard in the image?	Yes, there is a keyboard in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000191964.jpg']	Is there a fire hydrant in the image?	No, there is no fire hydrant	No
V: ['/content/data/coco/val2014/COCO_val2014_000000191964.jpg']	Is there an orange in the image?	No, there is no orange in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000191964.jpg']	Is there a person in the image?	No, there is no person in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000191964.jpg']	Is there a cat in the image?	Yes, there is a cat in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000191964.jpg']	Is there a truck in the image?	No, there is no truck in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000265472.jpg']	Is there a banana in the image?	Yes, there is a banana in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000265472.jpg']	Is there a potted plant in the image?	No, there is no potted plant	No
